ticket_id,customer_id,ticket_date,category,priority,status,description,resolution_date,created_date,updated_date
T00975,C00784,2026-04-16,Online Banking,M,RESOLVED,Sample online banking issue 975,2026-04-17,2026-04-16,2026-04-17
T00976,C01089,2026-04-11,Account,MEDIUM,CLOSED,Sample account issue 976,2026-04-21,2026-04-11,2026-04-21
T00977,C00239,2026-02-25,Online Banking,L,NEW,Sample online banking issue 977,,2026-02-25,2026-02-25
T00978,C00342,2025-09-29,Account,M,CLOSED,Sample account issue 978,2025-09-29,2025-09-29,2025-09-29
T00979,C01085,2026-02-20,Card,H,IN PROGRESS,Sample card issue 979,,2026-02-20,2026-02-20
T00980,C00841,2026-03-06,Payments,M,NEW,Sample payments issue 980,,2026-03-06,2026-03-06
T00981,C00062,2026-06-12,Account,MEDIUM,IN PROGRESS,Sample account issue 981,,2026-06-12,2026-06-12
T00982,C00813,2025-11-06,Mobile App,H,RESOLVED,Sample mobile app issue 982,2025-11-20,2025-11-06,2025-11-20
T00983,C00469,2025-09-05,Online Banking,LOW,NEW,Sample online banking issue 983,,2025-09-05,2025-09-05
T00984,C00251,2025-10-20,Card,HIGH,NEW,Sample card issue 984,,2025-10-20,2025-10-20
T00985,C00668,2026-07-11,Online Banking,L,RESOLVED,Sample online banking issue 985,2026-07-12,2026-07-11,2026-07-12
T00986,C01182,2026-01-25,Mobile App,LOW,RESOLVED,Sample mobile app issue 986,2026-01-31,2026-01-25,2026-01-31
T00987,C01075,2026-06-12,Mobile App,MEDIUM,CLOSED,Sample mobile app issue 987,2026-06-27,2026-06-12,2026-06-27
T00988,C00157,2026-05-29,Card,M,CLOSED,Sample card issue 988,2026-06-13,2026-05-29,2026-06-13
T00989,C00742,2026-05-30,Mobile App,MEDIUM,IN PROGRESS,Sample mobile app issue 989,,2026-05-30,2026-05-30
T00990,C01183,2026-05-22,Payments,MEDIUM,CLOSED,Sample payments issue 990,2026-05-25,2026-05-22,2026-05-25
T00991,C00875,2026-03-13,Online Banking,H,IN PROGRESS,Sample online banking issue 991,,2026-03-13,2026-03-13
T00992,C01110,2026-04-20,Card,L,NEW,Sample card issue 992,,2026-04-20,2026-04-20
T00993,C00010,2025-12-02,Payments,H,OPEN,Sample payments issue 993,,2025-12-02,2025-12-02
T00994,C00085,2026-03-06,Transfers,HIGH,OPEN,Sample transfers issue 994,,2026-03-06,2026-03-06
T00995,C00163,2025-11-22,Account,HIGH,RESOLVED,Sample account issue 995,2025-12-01,2025-11-22,2025-12-01
T00996,C00327,2026-08-08,Transfers,LOW,NEW,Sample transfers issue 996,,2026-08-08,2026-08-08
T00997,C01002,2025-08-23,Online Banking,M,OPEN,Sample online banking issue 997,,2025-08-23,2025-08-23
T00998,C00137,2026-03-19,Account,MEDIUM,IN PROGRESS,Sample account issue 998,,2026-03-19,2026-03-19
T00999,C00282,2026-03-30,Mobile App,LOW,CLOSED,Sample mobile app issue 999,2026-04-14,2026-03-30,2026-04-14
T01000,C00552,2025-08-27,Online Banking,MEDIUM,OPEN,Sample online banking issue 1000,,2025-08-27,2025-08-27
T01001,C00655,2026-01-18,Payments,LOW,NEW,Sample payments issue 1001,,2026-01-18,2026-01-18
T01002,C00351,2026-08-09,Account,MEDIUM,OPEN,Sample account issue 1002,,2026-08-09,2026-08-09
T01003,C00565,2025-09-04,Account,HIGH,CLOSED,Sample account issue 1003,2025-09-18,2025-09-04,2025-09-18
T01004,C00816,2026-07-23,Transfers,H,NEW,Sample transfers issue 1004,,2026-07-23,2026-07-23
T01005,C01112,2025-12-15,Account,HIGH,CLOSED,Sample account issue 1005,2025-12-25,2025-12-15,2025-12-25
T01006,C00763,2026-05-07,Mobile App,L,OPEN,Sample mobile app issue 1006,,2026-05-07,2026-05-07
T01007,C01138,2025-12-09,Card,HIGH,NEW,Sample card issue 1007,,2025-12-09,2025-12-09
T01008,C00101,2026-01-27,Payments,H,CLOSED,Sample payments issue 1008,2026-01-27,2026-01-27,2026-01-27
T01009,C00315,2026-04-08,Payments,HIGH,IN PROGRESS,Sample payments issue 1009,,2026-04-08,2026-04-08
T01010,C00549,2026-06-11,Online Banking,LOW,RESOLVED,Sample online banking issue 1010,2026-06-26,2026-06-11,2026-06-26
T01011,C00205,2025-09-13,Mobile App,L,CLOSED,Sample mobile app issue 1011,2025-09-23,2025-09-13,2025-09-23
T01012,C00748,2025-09-28,Online Banking,H,RESOLVED,Sample online banking issue 1012,2025-09-28,2025-09-28,2025-09-28
T01013,C00990,2026-06-25,Payments,LOW,CLOSED,Sample payments issue 1013,2026-07-08,2026-06-25,2026-07-08
T01014,C00265,2026-06-12,Mobile App,M,OPEN,Sample mobile app issue 1014,,2026-06-12,2026-06-12
T01015,C00245,2026-07-12,Online Banking,L,CLOSED,Sample online banking issue 1015,2026-07-16,2026-07-12,2026-07-16
T01016,C00488,2026-05-31,Card,HIGH,CLOSED,Sample card issue 1016,2026-06-11,2026-05-31,2026-06-11
T01017,C00922,2025-08-23,Mobile App,H,NEW,Sample mobile app issue 1017,,2025-08-23,2025-08-23
T01018,C01200,2026-04-03,Payments,M,CLOSED,Sample payments issue 1018,2026-04-09,2026-04-03,2026-04-09
T01019,C00212,2025-12-03,Mobile App,M,NEW,Sample mobile app issue 1019,,2025-12-03,2025-12-03
T01020,C00256,2025-11-17,Account,H,IN PROGRESS,Sample account issue 1020,,2025-11-17,2025-11-17
T01021,C00909,2026-01-11,Mobile App,H,NEW,Sample mobile app issue 1021,,2026-01-11,2026-01-11
T01022,C00956,2026-03-27,Online Banking,M,CLOSED,Sample online banking issue 1022,2026-04-01,2026-03-27,2026-04-01
T01023,C00227,2025-12-26,Transfers,M,IN PROGRESS,Sample transfers issue 1023,,2025-12-26,2025-12-26
T01024,C00958,2026-05-17,Mobile App,HIGH,IN PROGRESS,Sample mobile app issue 1024,,2026-05-17,2026-05-17
T01025,C00267,2025-10-24,Payments,M,RESOLVED,Sample payments issue 1025,2025-10-29,2025-10-24,2025-10-29
T01026,C01118,2025-10-15,Mobile App,HIGH,OPEN,Sample mobile app issue 1026,,2025-10-15,2025-10-15
T01027,C00616,2025-08-29,Card,LOW,OPEN,Sample card issue 1027,,2025-08-29,2025-08-29
T01028,C00890,2025-10-28,Card,LOW,RESOLVED,Sample card issue 1028,2025-11-11,2025-10-28,2025-11-11
T01029,C00609,2025-12-25,Account,HIGH,RESOLVED,Sample account issue 1029,2025-12-30,2025-12-25,2025-12-30
T01030,C00702,2025-09-27,Card,M,IN PROGRESS,Sample card issue 1030,,2025-09-27,2025-09-27
T01031,C00771,2025-10-04,Card,M,RESOLVED,Sample card issue 1031,2025-10-19,2025-10-04,2025-10-19
T01032,C00832,2025-12-18,Account,LOW,OPEN,Sample account issue 1032,,2025-12-18,2025-12-18
T01033,C00089,2026-03-14,Mobile App,HIGH,NEW,Sample mobile app issue 1033,,2026-03-14,2026-03-14
T01034,C00554,2025-10-08,Card,L,CLOSED,Sample card issue 1034,2025-10-09,2025-10-08,2025-10-09
T01035,C00608,2025-09-21,Transfers,HIGH,OPEN,Sample transfers issue 1035,,2025-09-21,2025-09-21
T01036,C00063,2026-03-21,Online Banking,LOW,RESOLVED,Sample online banking issue 1036,2026-04-03,2026-03-21,2026-04-03
T01037,C00135,2026-07-24,Online Banking,MEDIUM,CLOSED,Sample online banking issue 1037,2026-08-02,2026-07-24,2026-08-02
T01038,C00468,2025-08-26,Payments,MEDIUM,IN PROGRESS,Sample payments issue 1038,,2025-08-26,2025-08-26
T01039,C00344,2026-01-18,Account,MEDIUM,NEW,Sample account issue 1039,,2026-01-18,2026-01-18
T01040,C00750,2026-02-04,Card,M,NEW,Sample card issue 1040,,2026-02-04,2026-02-04
T01041,C00453,2025-10-18,Online Banking,MEDIUM,NEW,Sample online banking issue 1041,,2025-10-18,2025-10-18
T01042,C00174,2025-10-16,Online Banking,LOW,NEW,Sample online banking issue 1042,,2025-10-16,2025-10-16
T01043,C00681,2026-04-03,Online Banking,HIGH,OPEN,Sample online banking issue 1043,,2026-04-03,2026-04-03
T01044,C00233,2025-12-23,Online Banking,MEDIUM,NEW,Sample online banking issue 1044,,2025-12-23,2025-12-23
T01045,C00637,2026-05-16,Payments,H,NEW,Sample payments issue 1045,,2026-05-16,2026-05-16
T01046,C01171,2026-04-08,Payments,H,RESOLVED,Sample payments issue 1046,2026-04-18,2026-04-08,2026-04-18
T01047,C00545,2026-08-13,Mobile App,HIGH,OPEN,Sample mobile app issue 1047,,2026-08-13,2026-08-13
T01048,C00676,2025-10-10,Card,L,NEW,Sample card issue 1048,,2025-10-10,2025-10-10
T01049,C00628,2025-11-21,Payments,HIGH,IN PROGRESS,Sample payments issue 1049,,2025-11-21,2025-11-21
T01050,C00662,2026-05-30,Transfers,L,CLOSED,Sample transfers issue 1050,2026-06-06,2026-05-30,2026-06-06
T01051,C00169,2026-01-17,Payments,M,RESOLVED,Sample payments issue 1051,2026-02-01,2026-01-17,2026-02-01
T01052,C00341,2026-04-13,Card,MEDIUM,CLOSED,Sample card issue 1052,2026-04-13,2026-04-13,2026-04-13
T01053,C00484,2026-05-27,Payments,MEDIUM,IN PROGRESS,Sample payments issue 1053,,2026-05-27,2026-05-27
T01054,C00416,2026-03-05,Online Banking,HIGH,OPEN,Sample online banking issue 1054,,2026-03-05,2026-03-05
T01055,C00078,2025-10-13,Mobile App,LOW,CLOSED,Sample mobile app issue 1055,2025-10-13,2025-10-13,2025-10-13
T01056,C00616,2025-09-27,Payments,MEDIUM,OPEN,Sample payments issue 1056,,2025-09-27,2025-09-27
T01057,C00639,2026-01-22,Transfers,M,OPEN,Sample transfers issue 1057,,2026-01-22,2026-01-22
T01058,C00666,2026-06-05,Card,M,RESOLVED,Sample card issue 1058,2026-06-20,2026-06-05,2026-06-20
T01059,C00582,2026-04-07,Transfers,HIGH,OPEN,Sample transfers issue 1059,,2026-04-07,2026-04-07
T01060,C00821,2025-09-24,Online Banking,L,NEW,Sample online banking issue 1060,,2025-09-24,2025-09-24
T01061,C00126,2025-12-09,Transfers,LOW,CLOSED,Sample transfers issue 1061,2025-12-13,2025-12-09,2025-12-13
T01062,C01170,2026-01-09,Account,HIGH,RESOLVED,Sample account issue 1062,2026-01-20,2026-01-09,2026-01-20
T01063,C00474,2025-10-04,Account,LOW,NEW,Sample account issue 1063,,2025-10-04,2025-10-04
T01064,C00655,2025-10-28,Account,HIGH,RESOLVED,Sample account issue 1064,2025-10-28,2025-10-28,2025-10-28
T01065,C00711,2025-09-09,Transfers,HIGH,CLOSED,Sample transfers issue 1065,2025-09-14,2025-09-09,2025-09-14
T01066,C00936,2025-11-29,Account,HIGH,RESOLVED,Sample account issue 1066,2025-12-06,2025-11-29,2025-12-06
T01067,C00505,2026-04-13,Card,H,CLOSED,Sample card issue 1067,2026-04-16,2026-04-13,2026-04-16
T01068,C00698,2025-12-15,Account,HIGH,NEW,Sample account issue 1068,,2025-12-15,2025-12-15
T01069,C00371,2025-09-30,Online Banking,HIGH,NEW,Sample online banking issue 1069,,2025-09-30,2025-09-30
T01070,C00367,2026-01-14,Online Banking,HIGH,IN PROGRESS,Sample online banking issue 1070,,2026-01-14,2026-01-14
T01071,C01168,2026-03-21,Online Banking,L,RESOLVED,Sample online banking issue 1071,2026-03-29,2026-03-21,2026-03-29
T01072,C00940,2026-02-08,Transfers,HIGH,NEW,Sample transfers issue 1072,,2026-02-08,2026-02-08
T01073,C00711,2026-07-21,Card,H,NEW,Sample card issue 1073,,2026-07-21,2026-07-21
T01074,C00099,2026-03-06,Payments,HIGH,OPEN,Sample payments issue 1074,,2026-03-06,2026-03-06
T01075,C00197,2026-04-13,Account,H,NEW,Sample account issue 1075,,2026-04-13,2026-04-13
T01076,C00731,2025-12-12,Account,M,OPEN,Sample account issue 1076,,2025-12-12,2025-12-12
T01077,C00547,2025-11-18,Mobile App,LOW,RESOLVED,Sample mobile app issue 1077,2025-11-19,2025-11-18,2025-11-19
T01078,C00312,2025-08-26,Account,HIGH,OPEN,Sample account issue 1078,,2025-08-26,2025-08-26
T01079,C00806,2025-09-21,Account,M,IN PROGRESS,Sample account issue 1079,,2025-09-21,2025-09-21
T01080,C00321,2026-07-13,Mobile App,M,OPEN,Sample mobile app issue 1080,,2026-07-13,2026-07-13
T01081,C00657,2026-02-09,Card,HIGH,OPEN,Sample card issue 1081,,2026-02-09,2026-02-09
T01082,C01059,2025-11-30,Payments,H,OPEN,Sample payments issue 1082,,2025-11-30,2025-11-30
T01083,C00708,2025-10-22,Card,H,OPEN,Sample card issue 1083,,2025-10-22,2025-10-22
T01084,C00636,2026-02-21,Transfers,L,NEW,Sample transfers issue 1084,,2026-02-21,2026-02-21
T01085,C00964,2026-04-10,Mobile App,H,OPEN,Sample mobile app issue 1085,,2026-04-10,2026-04-10
T01086,C01017,2026-03-01,Account,H,RESOLVED,Sample account issue 1086,2026-03-11,2026-03-01,2026-03-11
T01087,C01055,2026-01-30,Card,LOW,RESOLVED,Sample card issue 1087,2026-02-06,2026-01-30,2026-02-06
T01088,C00839,2025-09-20,Account,HIGH,NEW,Sample account issue 1088,,2025-09-20,2025-09-20
T01089,C00841,2026-08-10,Transfers,HIGH,RESOLVED,Sample transfers issue 1089,2026-08-13,2026-08-10,2026-08-13
T01090,C00886,2026-07-11,Transfers,HIGH,CLOSED,Sample transfers issue 1090,2026-07-22,2026-07-11,2026-07-22
T01091,C00002,2026-03-10,Online Banking,MEDIUM,NEW,Sample online banking issue 1091,,2026-03-10,2026-03-10
T01092,C00086,2026-01-07,Account,M,OPEN,Sample account issue 1092,,2026-01-07,2026-01-07
T01093,C01152,2026-06-01,Account,LOW,OPEN,Sample account issue 1093,,2026-06-01,2026-06-01
T01094,C00861,2026-02-02,Transfers,L,CLOSED,Sample transfers issue 1094,2026-02-13,2026-02-02,2026-02-13
T01095,C00389,2026-01-02,Account,LOW,RESOLVED,Sample account issue 1095,2026-01-04,2026-01-02,2026-01-04
T01096,C00087,2030-01-01,Mobile App,LOW,RESOLVED,Sample mobile app issue 1096,2026-04-30,2030-01-01,2026-04-30
T01097,C00091,2025-10-19,Online Banking,H,OPEN,Sample online banking issue 1097,,2025-10-19,2025-10-19
T01098,C00444,2026-03-26,Online Banking,L,RESOLVED,Sample online banking issue 1098,2026-03-29,2026-03-26,2026-03-29
T01099,C00425,2026-06-03,Mobile App,H,RESOLVED,Sample mobile app issue 1099,2026-06-06,2026-06-03,2026-06-06
T01100,C00498,2026-03-28,Payments,L,RESOLVED,Sample payments issue 1100,2026-03-31,2026-03-28,2026-03-31
T01101,C01041,2025-11-24,Payments,MEDIUM,OPEN,Sample payments issue 1101,,2025-11-24,2025-11-24
T01102,C01081,2025-08-21,Online Banking,LOW,CLOSED,Sample online banking issue 1102,2025-09-01,2025-08-21,2025-09-01
T01103,C00073,2026-02-19,Account,LOW,RESOLVED,Sample account issue 1103,2026-02-20,2026-02-19,2026-02-20
T01104,C01141,2025-10-20,Payments,L,RESOLVED,Sample payments issue 1104,2025-10-30,2025-10-20,2025-10-30
T01105,C01074,2026-05-28,Card,H,RESOLVED,Sample card issue 1105,2026-06-12,2026-05-28,2026-06-12
T01106,C01000,2026-08-12,Transfers,HIGH,RESOLVED,Sample transfers issue 1106,2026-08-16,2026-08-12,2026-08-16
T01107,C00595,2026-08-18,Transfers,MEDIUM,CLOSED,Sample transfers issue 1107,2026-08-21,2026-08-18,2026-08-21
T01108,C00432,2026-05-31,Payments,M,NEW,Sample payments issue 1108,,2026-05-31,2026-05-31
T01109,C00955,2026-01-15,Online Banking,L,IN PROGRESS,Sample online banking issue 1109,,2026-01-15,2026-01-15
T01110,C00455,2026-04-26,Mobile App,H,OPEN,Sample mobile app issue 1110,,2026-04-26,2026-04-26
T01111,C01197,2026-01-26,Mobile App,LOW,CLOSED,Sample mobile app issue 1111,2026-02-09,2026-01-26,2026-02-09
T01112,C00523,2025-10-31,Online Banking,M,IN PROGRESS,Sample online banking issue 1112,,2025-10-31,2025-10-31
T01113,C00946,2026-03-26,Payments,H,CLOSED,Sample payments issue 1113,2026-04-01,2026-03-26,2026-04-01
T01114,C01156,2026-04-07,Account,H,RESOLVED,Sample account issue 1114,2026-04-22,2026-04-07,2026-04-22
T01115,C00764,2026-01-08,Payments,H,RESOLVED,Sample payments issue 1115,2026-01-21,2026-01-08,2026-01-21
T01116,C00207,2025-11-04,Payments,H,IN PROGRESS,Sample payments issue 1116,,2025-11-04,2025-11-04
T01117,C00883,2026-01-13,Account,H,IN PROGRESS,Sample account issue 1117,,2026-01-13,2026-01-13
T01118,C00425,2026-02-20,Payments,M,CLOSED,Sample payments issue 1118,2026-03-03,2026-02-20,2026-03-03
T01119,C00100,2026-04-13,Mobile App,LOW,OPEN,Sample mobile app issue 1119,,2026-04-13,2026-04-13
T01120,C00301,2025-09-17,Mobile App,H,RESOLVED,Sample mobile app issue 1120,2025-09-23,2025-09-17,2025-09-23
T01121,C01084,2026-08-02,Account,M,NEW,Sample account issue 1121,,2026-08-02,2026-08-02
T01122,C00492,2026-01-11,Card,MEDIUM,IN PROGRESS,Sample card issue 1122,,2026-01-11,2026-01-11
T01123,C00038,2025-08-23,Card,LOW,RESOLVED,Sample card issue 1123,2025-09-07,2025-08-23,2025-09-07
T01124,C01015,2026-05-08,Payments,LOW,OPEN,Sample payments issue 1124,,2026-05-08,2026-05-08
T01125,C00330,2025-11-06,Mobile App,MEDIUM,RESOLVED,Sample mobile app issue 1125,2025-11-09,2025-11-06,2025-11-09
T01126,C01122,2026-06-24,Account,MEDIUM,IN PROGRESS,Sample account issue 1126,,2026-06-24,2026-06-24
T01127,C00212,2025-09-08,Online Banking,HIGH,NEW,Sample online banking issue 1127,,2025-09-08,2025-09-08
T01128,C00768,2026-04-06,Card,M,OPEN,Sample card issue 1128,,2026-04-06,2026-04-06
T01129,C00119,2026-02-27,Online Banking,M,IN PROGRESS,Sample online banking issue 1129,,2026-02-27,2026-02-27
T01130,C00075,2026-03-20,Mobile App,LOW,CLOSED,Sample mobile app issue 1130,2026-03-21,2026-03-20,2026-03-21
T01131,C01016,2025-11-03,Mobile App,MEDIUM,CLOSED,Sample mobile app issue 1131,2025-11-09,2025-11-03,2025-11-09
T01132,C01045,2025-09-29,Mobile App,MEDIUM,RESOLVED,Sample mobile app issue 1132,2025-10-06,2025-09-29,2025-10-06
T01133,C00200,2026-06-10,Payments,MEDIUM,IN PROGRESS,Sample payments issue 1133,,2026-06-10,2026-06-10
T01134,C00578,2026-05-01,Card,HIGH,OPEN,Sample card issue 1134,,2026-05-01,2026-05-01
T01135,C00122,2025-11-22,Transfers,H,NEW,Sample transfers issue 1135,,2025-11-22,2025-11-22
T01136,C00458,2026-08-03,Account,M,CLOSED,Sample account issue 1136,2026-08-05,2026-08-03,2026-08-05
T01137,C00463,2026-05-30,Mobile App,H,CLOSED,Sample mobile app issue 1137,2026-06-08,2026-05-30,2026-06-08
T01138,C00897,2025-12-10,Online Banking,L,IN PROGRESS,Sample online banking issue 1138,,2025-12-10,2025-12-10
T01139,C00847,2025-11-02,Account,MEDIUM,RESOLVED,Sample account issue 1139,2025-11-12,2025-11-02,2025-11-12
T01140,C00399,2026-06-01,Transfers,M,CLOSED,Sample transfers issue 1140,2026-06-16,2026-06-01,2026-06-16
T01141,C00298,2026-06-28,Card,M,CLOSED,Sample card issue 1141,2026-07-10,2026-06-28,2026-07-10
T01142,C00828,2026-05-31,Transfers,H,RESOLVED,Sample transfers issue 1142,2026-06-10,2026-05-31,2026-06-10
T01143,C00512,2026-08-16,Card,H,NEW,Sample card issue 1143,,2026-08-16,2026-08-16
T01144,C00080,2026-06-13,Account,M,NEW,Sample account issue 1144,,2026-06-13,2026-06-13
T01145,C00378,2026-02-04,Online Banking,M,RESOLVED,Sample online banking issue 1145,2026-02-18,2026-02-04,2026-02-18
,C01155,2026-07-09,Mobile App,LOW,IN PROGRESS,Sample mobile app issue 1146,,2026-07-09,2026-07-09
T01147,C01058,2026-07-27,Online Banking,LOW,IN PROGRESS,Sample online banking issue 1147,,2026-07-27,2026-07-27
T01148,C00143,2026-05-26,Account,MEDIUM,CLOSED,Sample account issue 1148,2026-05-26,2026-05-26,2026-05-26
T01149,C01111,2026-01-24,Transfers,H,RESOLVED,Sample transfers issue 1149,2026-01-25,2026-01-24,2026-01-25
T01150,C00261,2026-05-18,Mobile App,MEDIUM,NEW,Sample mobile app issue 1150,,2026-05-18,2026-05-18
T01151,C00996,2025-11-22,Account,LOW,CLOSED,Sample account issue 1151,2025-12-01,2025-11-22,2025-12-01
T01152,C01141,2025-10-08,Mobile App,MEDIUM,OPEN,Sample mobile app issue 1152,,2025-10-08,2025-10-08
T01153,C00288,2026-05-11,Account,MEDIUM,RESOLVED,Sample account issue 1153,2026-05-13,2026-05-11,2026-05-13
T01154,C00578,2026-01-30,Mobile App,M,CLOSED,Sample mobile app issue 1154,2026-02-09,2026-01-30,2026-02-09
T01155,C00297,2026-03-16,Online Banking,HIGH,NEW,Sample online banking issue 1155,,2026-03-16,2026-03-16
T01156,C01100,2026-04-08,Account,L,CLOSED,Sample account issue 1156,2026-04-12,2026-04-08,2026-04-12
T01157,C00145,2026-01-29,Transfers,HIGH,NEW,Sample transfers issue 1157,,2026-01-29,2026-01-29
T01158,C00158,2025-12-25,Payments,M,NEW,Sample payments issue 1158,,2025-12-25,2025-12-25
T01159,C00151,2026-02-12,Card,H,OPEN,Sample card issue 1159,,2026-02-12,2026-02-12
T01160,C00313,2025-11-19,Transfers,MEDIUM,OPEN,Sample transfers issue 1160,,2025-11-19,2025-11-19
T01161,C00249,2025-09-05,Account,L,RESOLVED,Sample account issue 1161,2025-09-08,2025-09-05,2025-09-08
T01162,C00785,2026-04-13,Online Banking,H,CLOSED,Sample online banking issue 1162,2026-04-26,2026-04-13,2026-04-26
T01163,C00190,2026-08-06,Payments,L,IN PROGRESS,Sample payments issue 1163,,2026-08-06,2026-08-06
T01164,C01189,2025-11-01,Online Banking,L,OPEN,Sample online banking issue 1164,,2025-11-01,2025-11-01
T01165,C00293,2026-06-15,Payments,M,IN PROGRESS,Sample payments issue 1165,,2026-06-15,2026-06-15
T01166,C00130,2025-12-13,Account,H,RESOLVED,Sample account issue 1166,2025-12-19,2025-12-13,2025-12-19
T01167,C00576,2026-04-28,Online Banking,H,IN PROGRESS,Sample online banking issue 1167,,2026-04-28,2026-04-28
T01168,C00213,2026-05-09,Mobile App,H,OPEN,Sample mobile app issue 1168,,2026-05-09,2026-05-09
T01169,C00020,2025-11-04,Account,M,OPEN,Sample account issue 1169,,2025-11-04,2025-11-04
T01170,C00645,2026-07-06,Card,LOW,NEW,Sample card issue 1170,,2026-07-06,2026-07-06
T01171,C00639,2026-06-20,Account,MEDIUM,RESOLVED,Sample account issue 1171,2026-06-20,2026-06-20,2026-06-20
T01172,C00003,2026-07-30,Payments,L,CLOSED,Sample payments issue 1172,2026-08-10,2026-07-30,2026-08-10
T01173,C00929,2026-03-31,Payments,H,OPEN,Sample payments issue 1173,,2026-03-31,2026-03-31
T01174,C00436,2026-03-20,Mobile App,H,CLOSED,Sample mobile app issue 1174,2026-04-03,2026-03-20,2026-04-03
T01175,C00538,2026-08-07,Online Banking,M,NEW,Sample online banking issue 1175,,2026-08-07,2026-08-07
T01176,C00971,2026-01-31,Account,HIGH,IN PROGRESS,Sample account issue 1176,,2026-01-31,2026-01-31
T01177,C00968,2026-06-01,Transfers,L,RESOLVED,Sample transfers issue 1177,2026-06-11,2026-06-01,2026-06-11
T01178,C00549,2026-04-03,Payments,H,OPEN,Sample payments issue 1178,,2026-04-03,2026-04-03
T01179,C00544,2026-04-27,Payments,M,NEW,Sample payments issue 1179,,2026-04-27,2026-04-27
T01180,C00471,2025-10-06,Online Banking,HIGH,CLOSED,Sample online banking issue 1180,2025-10-20,2025-10-06,2025-10-20
T01181,C00469,2025-10-11,Transfers,MEDIUM,OPEN,Sample transfers issue 1181,,2025-10-11,2025-10-11
T01182,C00381,2025-10-08,Online Banking,LOW,IN PROGRESS,Sample online banking issue 1182,,2025-10-08,2025-10-08
T01183,C00009,2026-01-23,Online Banking,MEDIUM,IN PROGRESS,Sample online banking issue 1183,,2026-01-23,2026-01-23
T01184,C00874,2026-08-10,Card,MEDIUM,NEW,Sample card issue 1184,,2026-08-10,2026-08-10
T01185,C01140,2026-02-20,Online Banking,H,NEW,Sample online banking issue 1185,,2026-02-20,2026-02-20
T01186,C00180,2026-02-21,Card,LOW,RESOLVED,Sample card issue 1186,2026-03-05,2026-02-21,2026-03-05
T01187,C01094,2026-07-31,Online Banking,L,OPEN,Sample online banking issue 1187,,2026-07-31,2026-07-31
T01188,C00834,2026-01-23,Account,H,IN PROGRESS,Sample account issue 1188,,2026-01-23,2026-01-23
T01189,C00812,2026-05-26,Card,H,IN PROGRESS,Sample card issue 1189,,2026-05-26,2026-05-26
T01190,C00126,2026-02-01,Online Banking,M,IN PROGRESS,Sample online banking issue 1190,,2026-02-01,2026-02-01
T01191,C00820,2026-01-05,Mobile App,MEDIUM,IN PROGRESS,Sample mobile app issue 1191,,2026-01-05,2026-01-05
T01192,C00776,2025-10-16,Mobile App,LOW,IN PROGRESS,Sample mobile app issue 1192,,2025-10-16,2025-10-16
T01193,C00517,2025-09-27,Mobile App,L,CLOSED,Sample mobile app issue 1193,2025-10-05,2025-09-27,2025-10-05
T01194,C00505,2026-07-14,Transfers,MEDIUM,RESOLVED,Sample transfers issue 1194,2026-07-14,2026-07-14,2026-07-14
T01195,C00934,2026-06-25,Online Banking,MEDIUM,OPEN,Sample online banking issue 1195,,2026-06-25,2026-06-25
T01196,C00996,2026-08-16,Payments,HIGH,OPEN,Sample payments issue 1196,,2026-08-16,2026-08-16
T01197,C00635,2025-09-18,Mobile App,L,RESOLVED,Sample mobile app issue 1197,2025-09-28,2025-09-18,2025-09-28
T01198,C00910,2026-05-09,Online Banking,L,NEW,Sample online banking issue 1198,,2026-05-09,2026-05-09
T01199,C00906,2026-06-27,Online Banking,H,OPEN,Sample online banking issue 1199,,2026-06-27,2026-06-27
T01200,C00570,2025-10-29,Online Banking,L,RESOLVED,Sample online banking issue 1200,2025-10-30,2025-10-29,2025-10-30
